	wt_d0._vs_TET3KO_d0._CI.L	wt_d0._vs_TET3KO_d0._CI.R	wt_d0._vs_TET3KO_d0._diff	wt_d0._vs_TET3KO_d0._p.adj	wt_d0._vs_TET3KO_d0._p.val	Protein.Group	Protein.Ids	Protein.Names	First.Protein.Description
C12orf57	-0.874845429413382	1.25876329992233	0.191958935254476	0.833546162156718	0.718867803576132	Q99622	Q99622;U3KQ07;F5GXW5	C10_HUMAN	Protein C10
C14orf119	-0.188517890839789	1.57778576144712	0.694633935303667	0.684030344277299	0.120224952259334	Q9NWQ9	Q9NWQ9	CN119_HUMAN	Uncharacterized protein C14orf119
C14orf93	6.9326721361654	15.4304490538818	11.1815605950236	0.0214662814510894	3.21703316732359e-06	Q9H972	Q9H972;G3V2P0;J3KPV9	CN093_HUMAN	Uncharacterized protein C14orf93
C15orf39	-4.01581516933421	4.18418535446676	0.0841850925662762	0.854809496187483	0.967211682788844	Q6ZRI6	Q6ZRI6;H3BMJ2	CO039_HUMAN	Uncharacterized protein C15orf39
C16orf70	15.2228639060794	17.6653709871645	16.444117446622	1.31047036731824e-14	6.085985145205869e-30	Q9BSU1	Q9BSU1;H3BRA5;H3BS58;H3BSG0	CP070_HUMAN	UPF0183 protein C16orf70
C17orf75	6.46740824094342	18.3171737777689	12.3922910093562	0.0981221419209299	0.000117236576434	Q9HAS0	Q9HAS0;J9JIC5	NJMU_HUMAN	Protein Njmu-R1
C17orf80	-0.180887331135255	0.670555201610904	0.244833935237825	0.751520065732222	0.252998179072681	Q9BSJ5	Q9BSJ5;I3L072;J3KT60;J3KTJ7	CQ080_HUMAN	Uncharacterized protein C17orf80
C18orf25	-0.919894055334868	0.0102619263159515	-0.454816064509458	0.605535590611165	0.0550561139943872	Q96B23	Q96B23;K7EQH1;A0A087WVF1	CR025_HUMAN	Uncharacterized protein C18orf25
C19orf12	-1.48896307245059	-0.60326905719686	-1.04611606482372	0.0481791160058414	1.98852772021306e-05	Q9NSK7	Q9NSK7;F8W6J3;K7EPS8	CS012_HUMAN	Protein C19orf12
C19orf25	-3.4382581627066	3.10322603348965	-0.167516064608474	0.851122019069287	0.918338202842275	Q9UFG5	Q9UFG5;E7EP72;K7ELZ1;K7ER12;K7EK56;A0A087WUU5;K7EQW1	CS025_HUMAN	UPF0449 protein C19orf25
C19orf47	11.9074931814543	20.9761079093483	16.4418005454013	0.0004110811267623	3.2389259619072703e-09	Q8N9M1	Q8N9M1;J3QKZ5	CS047_HUMAN	Uncharacterized protein C19orf47
C19orf54	-1.69150546063337	-0.171176668555175	-0.931341064594271	0.481155821053271	0.0174439515354887	Q5BKX5	Q5BKX5	CS054_HUMAN	UPF0692 protein C19orf54
C1GALT1	-0.902780970709636	1.26209884134998	0.179658935320173	0.83562947895516	0.739832385375767	Q9NS00	Q9NS00	C1GLT_HUMAN	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
C1GALT1C1	-3.56999169817365	2.73795956933075	-0.416016064421449	0.840525660734619	0.791809864019538	Q96EU7	Q96EU7	C1GLC_HUMAN	C1GALT1-specific chaperone 1
C1QBP	0.138514293622301	1.866803577395	1.00265893550865	0.515874961108675	0.0239301231820241	Q07021	Q07021;I3L3Q7;I3L3B0	C1QBP_HUMAN	"""Complement component 1 Q subcomponent-binding protein, mitochondrial"""
C1QTNF4	-24.7349586248298	-12.5760245952145	-18.6554916100222	0.0046893958867556	1.56855564158107e-07	Q9BXJ3	Q9BXJ3	C1QT4_HUMAN	Complement C1q tumor necrosis factor-related protein 4
C1orf109	-3.04365742489956	2.27830964502034	-0.382673889939614	0.838844459005106	0.77352377541428	Q9NX04	Q9NX04;V9GYQ8;V9GYN4;V9GY35;V9GYT8;V9GYI2	CA109_HUMAN	Uncharacterized protein C1orf109
C1orf112	-5.8410080379909	2.79763483117964	-1.52168660340563	0.803716841912644	0.481823737853126	Q9NSG2	Q9NSG2	CA112_HUMAN	Uncharacterized protein C1orf112
C1orf122	-4.6387690895221	2.69258696067096	-0.973091064425571	0.81974200454627	0.595682810229511	Q6ZSJ8	Q6ZSJ8	CA122_HUMAN	Uncharacterized protein C1orf122
C1orf131	-1.5752530279216	1.87200919799816	0.148378085038278	0.846708136228231	0.863194335381815	Q8NDD1	Q8NDD1;Q5TBH9;Q5TBI2	CA131_HUMAN	Uncharacterized protein C1orf131
C1orf159	-4.67775207904	4.67775207904001	2.66453525910038e-15	0.857178666832875	0.999999999999999	Q96HA4	Q96HA4;J3KSJ6;Q5T2W9;J3QRL0;Q5T2W7	CA159_HUMAN	Uncharacterized protein C1orf159
C1orf174	-0.198864385114233	1.14043225587693	0.470783935381348	0.713003692978477	0.163768456914235	Q8IYL3	Q8IYL3	CA174_HUMAN	UPF0688 protein C1orf174
C1orf198	-1.02830261884966	-0.0008795104559466	-0.514591064652805	0.59461651398628	0.0496250453262884	Q9H425	Q9H425;E5RI90	CA198_HUMAN	Uncharacterized protein C1orf198
C1orf43	-18.0568028363498	-6.65766687770812	-12.3572348570289	0.0809777026409117	7.14931211750055e-05	Q9BWL3	Q9BWL3;X6R6F3;A0A1W2PQP6	CA043_HUMAN	Protein C1orf43
C1orf50	-3.71901480789689	3.71901480789689	1.77635683940025e-15	0.857178666832875	0.999999999999999	Q9BV19	Q9BV19	CA050_HUMAN	Uncharacterized protein C1orf50
C1orf52	-1.13657809425653	0.172995964993825	-0.481791064631352	0.702008909294688	0.14540463917413	Q8N6N3	Q8N6N3	CA052_HUMAN	UPF0690 protein C1orf52
C2	-1.71352369939402	-0.421689611907587	-1.0676066556508	0.247370219251635	0.0017321199997128	P06681	P06681;E9PDZ0;A0A0G2JL69;A0A0G2JIE7;H0Y3H6;B4E1Z4;E7ETN3;B4DQI1	CO2_HUMAN	Complement C2
C20orf27	-17.6791564400766	-16.2461767793611	-16.9626666097188	1.31047036731824e-14	7.95592391962083e-41	Q9GZN8	Q9GZN8;H7BYU9	CT027_HUMAN	UPF0687 protein C20orf27
C2CD2L	-3.13850804915261	3.13850804915261	8.881784197001249e-16	0.857178666832875	1.0	O14523	O14523;E9PK05	C2C2L_HUMAN	Phospholipid transfer protein C2CD2L
C2CD3	-6.16347293347503	1.81352722500298	-2.17497285423603	0.759534444395176	0.278073604836754	Q4AC94	Q4AC94	C2CD3_HUMAN	C2 domain-containing protein 3
C2CD4C	-1.10990841619003	-0.249873713393574	-0.679891064791804	0.284217679075359	0.0026165487063121	Q8TF44	Q8TF44	C2C4C_HUMAN	C2 calcium-dependent domain-containing protein 4C
C2CD5	-0.839138388797193	-0.252893740998802	-0.546016064897998	0.162711047694534	0.0004938577201619	Q86YS7	Q86YS7;H0YFC4	C2CD5_HUMAN	C2 domain-containing protein 5
C2orf49	0.0448310404943985	0.850936830609103	0.447883935551751	0.541255628347037	0.0301887133480222	Q9BVC5	Q9BVC5;C9J4K0	ASHWN_HUMAN	Ashwin
C2orf69	-0.932000724330262	-0.181781404879583	-0.556891064604923	0.336455325878261	0.0044883626154157	Q8N8R5	Q8N8R5	CB069_HUMAN	UPF0565 protein C2orf69
C3orf38	-1.17724514857003	-0.0743869805127039	-0.625816064541368	0.529113686669648	0.0270074149856603	Q5JPI3	Q5JPI3;E9PFZ1	CC038_HUMAN	Uncharacterized protein C3orf38
C4A;C4B	-4.65480925775277	4.65480925775277	-1.77635683940025e-15	0.857178666832875	0.999999999999999	P0C0L4;P0C0L5	P0C0L5;P0C0L4;A0A140TA49;F5GXS0;A0A140TA32;A0A140TA44;A0A140TA29;A0A0G2JL54;A0A0G2JPR0	CO4A_HUMAN;CO4B_HUMAN	Complement C4-A
C5orf22	-0.03389800134619	0.828865872208136	0.397483935430973	0.630471210418607	0.0700528108241919	Q49AR2	Q49AR2	CE022_HUMAN	UPF0489 protein C5orf22
C5orf24	-1.46350130519614	0.896851044156634	-0.283325130519753	0.824034283116667	0.63122541322791	Q7Z6I8	Q7Z6I8	CE024_HUMAN	UPF0461 protein C5orf24
C5orf51	-1.13793195847673	0.110345288658877	-0.513793334908929	0.670306333611564	0.104322517238036	A6NDU8	A6NDU8	CE051_HUMAN	UPF0600 protein C5orf51
C6orf132	-3.84196517518119	5.09393304593909	0.625983935378947	0.839370788692127	0.779198405457844	Q5T0Z8	Q5T0Z8	CF132_HUMAN	Uncharacterized protein C6orf132
C6orf47	-1.12253769805363	0.905368556675978	-0.108584570688826	0.84392914405623	0.830285106487681	O95873	O95873	CF047_HUMAN	Uncharacterized protein C6orf47
C6orf89	12.9420924959525	19.7203283353661	16.3312104156593	6.61898124534534e-07	1.0563190447660998e-12	Q6UWU4	Q6UWU4	CF089_HUMAN	Bombesin receptor-activated protein C6orf89
C7orf25	-1.58412773508669	0.857395605953482	-0.363366064566602	0.814049978268741	0.552019058180724	Q9BPX7	Q9BPX7	CG025_HUMAN	UPF0415 protein C7orf25
C7orf26	-1.40605918404524	-0.371076527969952	-0.888567856007597	0.216358597107769	0.001188660691698	Q96N11	Q96N11	CG026_HUMAN	Uncharacterized protein C7orf26
C7orf50	-0.0895920953685401	1.18165996626336	0.546033935447408	0.656287140068476	0.0904855168671765	Q9BRJ6	Q9BRJ6;H7C0T1;H7C2R9;C9JQV0	CG050_HUMAN	Uncharacterized protein C7orf50
C8orf33	0.152574351090314	2.51464902500098	1.33361168804565	0.532061753949783	0.0277464658137609	Q9H7E9	Q9H7E9;A0A3B3IT54;A0A3B3IRR6;A0A3B3ITA3	CH033_HUMAN	UPF0488 protein C8orf33
C8orf82	-2.13147381808325	0.0175228897094568	-1.0569754641869	0.60291473177115	0.0536961714345007	Q6P1X6	Q6P1X6;H0YF29	CH082_HUMAN	UPF0598 protein C8orf82
C9orf64	-0.56359394203055	0.296061812373779	-0.133766064828386	0.811567596503566	0.534135337549691	Q5T6V5	Q5T6V5	QSPP_HUMAN	Queuosine salvage protein
C9orf72	-1.45085392212047	0.804898758943269	-0.322977581588603	0.816079554215872	0.567153198464481	Q96LT7	Q96LT7;A0A2R8Y5K2;A0A5F9ZHW7;A0A2R8Y5U5	CI072_HUMAN	Guanine nucleotide exchange C9orf72
C9orf78	-1.33624775116647	0.508215621763717	-0.414016064701379	0.783191589917772	0.370897321736241	Q9NZ63	Q9NZ63	TLS1_HUMAN	Telomere length and silencing protein 1 homolog
CA14	-3.82904499421788	5.02808180814614	0.599518406964126	0.840038513666774	0.786463131699744	Q9ULX7	Q9ULX7;U3KPU6	CAH14_HUMAN	Carbonic anhydrase 14
CA2	-1.76841581166917	4.51478368219172	1.37318393526127	0.785868871315815	0.383530645845451	P00918	P00918	CAH2_HUMAN	Carbonic anhydrase 2
CA3	-3.34394562332046	3.15501349442186	-0.0944660644492998	0.853801357974703	0.953590918103279	P07451	P07451	CAH3_HUMAN	Carbonic anhydrase 3
CA7	-2.35917414683011	-0.437664752451701	-1.3984194496409	0.352605807391801	0.0052623449650932	P43166	P43166	CAH7_HUMAN	Carbonic anhydrase 7
CA8	-4.06481108570511	2.63437895644601	-0.715216064629548	0.828344097984954	0.66935282454879	P35219	P35219	CAH8_HUMAN	Carbonic anhydrase-related protein
CAAP1	-0.92691521390367	2.30800005874242	0.690542422419377	0.788131592910398	0.394600702999266	Q9H8G2	Q9H8G2	CAAP1_HUMAN	Caspase activity and apoptosis inhibitor 1
CAB39	-0.120652190052847	0.805470060915826	0.342408935431489	0.700755083116307	0.143464798718281	Q9Y376	Q9Y376;A0A087X0K1	CAB39_HUMAN	Calcium-binding protein 39
CAB39L	-3.55307342461505	0.368982484308584	-1.59204547015323	0.674625498096208	0.109054881660348	Q9H9S4	Q9H9S4;Q5TAW7;B7ZBJ4	CB39L_HUMAN	Calcium-binding protein 39-like
CABIN1	-1.31569467347163	0.0969125442106337	-0.609391064630501	0.654789983282086	0.0891338937405012	Q9Y6J0	Q9Y6J0;A0A087WWW8	CABIN_HUMAN	Calcineurin-binding protein cabin-1
CACHD1	-4.45394432998337	2.24841220110222	-1.10276606444057	0.808216118074956	0.511039097547613	Q5VU97	Q5VU97;A0A3B3ISH2;A0A0A0MQY7	CAHD1_HUMAN	VWFA and cache domain-containing protein 1
CACNA1B	-4.4741361329425	4.4741361329425	-4.44089209850063e-16	0.857178666832875	1.0	Q00975	Q00975;B1AQK6;B1AQK7;F6RH32;E9PDR3	CAC1B_HUMAN	Voltage-dependent N-type calcium channel subunit alpha-1B
CACNA1C	-4.20850814606342	4.18980766956681	-0.0093502382483059	0.856925462947401	0.996443251853904	Q13936	Q13936;A0A087WUX4;F5H522;E9PDI6;A0A0A0MSA1;A0A0A0MR67;F5GY28	CAC1C_HUMAN	Voltage-dependent L-type calcium channel subunit alpha-1C
CACNA1H	-3.3880128270312	3.3880128270312	0.0	0.857178666832875	1.0	O95180	O95180;A0A1W2PQW2;A0A1W2PR14	CAC1H_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1H
CACNA2D1	-0.710734347827913	0.0807522190671548	-0.314991064380379	0.6805677552371	0.115967977944528	P54289	P54289;E7ERK3	CA2D1_HUMAN	Voltage-dependent calcium channel subunit alpha-2/delta-1
CACNA2D2	-1.2400526178035	-0.313979511823152	-0.777016064813324	0.23494338957592	0.0014951187283997	Q9NY47	Q9NY47;C9JVC9;C9JE82	CA2D2_HUMAN	Voltage-dependent calcium channel subunit alpha-2/delta-2
CACNB1	-3.30127538015402	3.30127538015402	4.44089209850063e-16	0.857178666832875	1.0	Q02641	Q02641	CACB1_HUMAN	Voltage-dependent L-type calcium channel subunit beta-1
CACNB3	-0.680233187880711	0.680233187880711	0.0	0.857178666832875	1.0	P54284	P54284;F8VNV8;F8VUW8	CACB3_HUMAN	Voltage-dependent L-type calcium channel subunit beta-3
CACNG5	-1.01748873320484	1.01748873320485	5.3290705182007506e-15	0.857178666832875	0.999999999999992	Q9UF02	Q9UF02;A0A669KBF6	CCG5_HUMAN	Voltage-dependent calcium channel gamma-5 subunit
CACTIN	-0.78551355683741	-0.0765685722559846	-0.431041064546697	0.486134782828471	0.0182524591139381	Q8WUQ7	Q8WUQ7	CATIN_HUMAN	Cactin
CACUL1	-0.60524360374404	0.428361474426087	-0.0884410646589764	0.83486556731468	0.732067330200199	Q86Y37	Q86Y37	CACL1_HUMAN	CDK2-associated and cullin domain-containing protein 1
CACYBP	-0.285790306526287	0.629508177734003	0.171858935603858	0.799054769225634	0.453572922321672	Q9HB71	Q9HB71	CYBP_HUMAN	Calcyclin-binding protein
CAD	-0.620885034186375	0.152852904608483	-0.234016064788946	0.743155358230384	0.229591682516526	P27708	P27708;F8VPD4	PYR1_HUMAN	CAD protein
CADM1	-4.44609632046014	4.44609632046014	0.0	0.857178666832875	1.0	A0A087X0T8;A0A0A0MTJ8	A0A0A0MTJ8;A0A087X0T8	A0A087X0T8_HUMAN;A0A0A0MTJ8_HUMAN	Cell adhesion molecule 1
CADM1	13.8109490116483	19.6024765585544	16.7067127851013	1.0388606607773501e-09	2.80972721863954e-15	Q9BY67	Q9BY67;A0A087X1W8;X5DQS5;A0A0A0MTJ8;A0A087X0T8	CADM1_HUMAN	Cell adhesion molecule 1
CADM3	-3.78001322015895	3.78001322015895	1.77635683940025e-15	0.857178666832875	0.999999999999999	Q8N126	Q8N126;A0A0C4DG09	CADM3_HUMAN	Cell adhesion molecule 3
CADM4	-1.03169822813449	0.503216098544488	-0.264241064795002	0.805282629823785	0.491766023492879	Q8NFZ8	Q8NFZ8	CADM4_HUMAN	Cell adhesion molecule 4
CADPS	0.329440645725938	1.67428649438521	1.00186357005557	0.333513961264595	0.0043587226240088	Q9ULU8	Q86UW7;Q9ULU8;H7BYR4;C9IYE1;F1T0E5;H7C4P2;H7C4T6;A0A087X1P3;F8W8P5	CAPS1_HUMAN	Calcium-dependent secretion activator 1
CADPS2	-1.12786881977436	-0.305063309501058	-0.716466064637707	0.206024586588826	0.0010280709299938	Q86UW7	Q86UW7;H7BYR4;C9IYE1;A0A087X1P3;F8W8P5	CAPS2_HUMAN	Calcium-dependent secretion activator 2
CALB1	-0.614235155249757	1.02500302601872	0.205383935384482	0.822277332595708	0.616392888219027	P05937	P05937;E5RIZ8;E5RG14	CALB1_HUMAN	Calbindin
CALB2	8.9374928303078	15.1321273579701	12.034810094139	0.0001255064930882	5.408379178243951e-10	P22676	P22676;H3BN14;A6NER6;H3BMN5	CALB2_HUMAN	Calretinin
CALCOCO1	9.30336869408422	15.6637600795702	12.4835643868272	0.0001049690602063	4.11528832961752e-10	Q9P1Z2	Q9P1Z2;H3BRW8	CACO1_HUMAN	Calcium-binding and coiled-coil domain-containing protein 1
CALCOCO2	-3.77798672577743	3.77798672577742	-4.44089209850063e-15	0.857178666832875	0.999999999999998	Q13137	Q13137;D6RJE7;D6RF70;D6REB0	CACO2_HUMAN	Calcium-binding and coiled-coil domain-containing protein 2
CALD1	12.9391766649489	18.3654244254813	15.6523005452151	1.04084144679348e-09	2.8140506126108e-15	C9J813;E9PGZ1	C9J813;E9PGZ1	C9J813_HUMAN;E9PGZ1_HUMAN	Caldesmon (Fragment)
CALD1	-0.147975597360511	0.918843468198259	0.385433935418874	0.706499821835239	0.15260382986771	Q05682	Q05682;C9J813;E9PGZ1;E7EX44	CALD1_HUMAN	Caldesmon
CALM2	0.232517049220464	1.41100082176373	0.821758935492099	0.386784999340607	0.0073053586079131	P0DP24	P0DP23;P0DP24;P0DP25;G3V361;E7EMB3;A0A590UJI2;Q96HY3	CALM2_HUMAN	Calmodulin-2
CALML5	-5.69792648749254	5.69792648749254	0.0	0.857178666832875	1.0	Q9NZT1	Q9NZT1	CALL5_HUMAN	Calmodulin-like protein 5
CALR	0.0992352120091481	1.1569826589103	0.628108935459725	0.501390159371581	0.0209708621982206	P27797	P27797;K7EJB9	CALR_HUMAN	Calreticulin
CALU	0.346446144884657	1.55592172521155	0.951183935048103	0.288547795559871	0.0027410801369147	O43852	O43852;H0Y875	CALU_HUMAN	Calumenin
CAMK1	-2.45646627514841	3.36365800457976	0.453595864715673	0.837108889348024	0.755130722968989	Q14012	Q14012;C9JES6	KCC1A_HUMAN	Calcium/calmodulin-dependent protein kinase type 1
CAMK1D	15.6721739349306	17.5627736922163	16.6174738135734	1.31047036731824e-14	4.95986414646552e-35	Q8IU85	Q8IU85;A0A087WUR6	KCC1D_HUMAN	Calcium/calmodulin-dependent protein kinase type 1D
CAMK2D	16.8152946082085	18.652577461162	17.7339360346853	1.31047036731824e-14	7.63813893430977e-37	Q13557	Q13557;E9PF82;E9PBG7;D6R938;H0Y9J2;H0Y9C2	KCC2D_HUMAN	Calcium/calmodulin-dependent protein kinase type II subunit delta
CAMK2G	-1.23600806036753	0.467175930921232	-0.384416064723148	0.782624289882302	0.368283159461332	Q13555	Q13555;Q8WU40;A0A2Q3DQE3;Q5SWX3;H0Y6G2	KCC2G_HUMAN	Calcium/calmodulin-dependent protein kinase type II subunit gamma
CAMK4	-3.47984081285196	3.47984081285196	1.77635683940025e-15	0.857178666832875	0.999999999999999	Q16566	Q16566	KCC4_HUMAN	Calcium/calmodulin-dependent protein kinase type IV
CAMKK1	9.09190598225919	15.5216759326393	12.3067909574492	0.0001633248657972	8.02869086629752e-10	Q8N5S9	Q8N5S9;J3KPJ3	KKCC1_HUMAN	Calcium/calmodulin-dependent protein kinase kinase 1
CAMKK2	-4.05204947198241	2.47686734289755	-0.787591064542426	0.823836512121376	0.629535711254071	Q96RR4	Q96RR4;F5GZ00	KKCC2_HUMAN	Calcium/calmodulin-dependent protein kinase kinase 2
CAMKMT	-1.00281047062551	-0.227571658887854	-0.615191064756679	0.281049033848534	0.0025284195604421	Q7Z624	Q7Z624;B5MC79;B5MC16	CMKMT_HUMAN	Calmodulin-lysine N-methyltransferase
CAMKV	-3.94033703597331	3.98153899723861	0.0206009806326506	0.85658584080236	0.991692394387178	E7ETR1	E7ETR1	E7ETR1_HUMAN	CaM kinase-like vesicle-associated protein
CAMKV	-0.368200437085513	0.419618307835066	0.0257089353747766	0.849372764719548	0.896054136941854	Q8NCB2	Q8NCB2;C9J9E2;F8WDJ4;B4DSW8;E7ETR1	CAMKV_HUMAN	CaM kinase-like vesicle-associated protein
CAMLG	-1.89668188816312	-0.0868793326116285	-0.991780610387373	0.548955274224249	0.0324058649811896	P49069	P49069	CAMLG_HUMAN	Calcium signal-modulating cyclophilin ligand
CAMSAP1	-0.442081242110153	0.125149112416008	-0.158466064847072	0.75596568138439	0.266565445193947	Q5T5Y3	Q5T5Y3	CAMP1_HUMAN	Calmodulin-regulated spectrin-associated protein 1
CAMSAP2	-0.877205731657898	-0.257976397944195	-0.567591064801046	0.172181906913813	0.0005916386461861	Q08AD1	Q08AD1	CAMP2_HUMAN	Calmodulin-regulated spectrin-associated protein 2
CAMSAP3	-1.32793622586656	-0.253695903526139	-0.790816064696351	0.343263364681104	0.0048014496653921	Q9P1Y5	Q9P1Y5	CAMP3_HUMAN	Calmodulin-regulated spectrin-associated protein 3
CAND1	-0.377552497556111	0.461470368178014	0.0419589353109515	0.844875031947563	0.841333082311945	Q86VP6	Q86VP6	CAND1_HUMAN	Cullin-associated NEDD8-dissociated protein 1
CAND2	-1.05965861761851	-0.269773511873234	-0.664716064745871	0.232525567376211	0.0014521235136651	O75155	O75155	CAND2_HUMAN	Cullin-associated NEDD8-dissociated protein 2
CANT1	12.9235766428144	23.7630865837368	18.3433316132756	0.0012352302589307	1.73542958902633e-08	Q8WVQ1	Q8WVQ1;K7EN15	CANT1_HUMAN	Soluble calcium-activated nucleotidase 1
CANX	0.0919493298117666	0.868718540841799	0.480333935326783	0.474852715252666	0.01647130803956	P27824	P27824;D6RB85;D6RAU8;D6RDP7;H0Y9Q7	CALX_HUMAN	Calnexin
CAP1	0.457437157696372	1.33173071281331	0.89458393525484	0.109551894884028	0.0001564936806292	Q01518	Q01518	CAP1_HUMAN	Adenylyl cyclase-associated protein 1
CAP2	0.0707510431513252	0.992516828399041	0.531633935775183	0.519429895806609	0.0247193246206057	P40123	P40123;E9PDI2;A0A087WZ15;A0A087X0J3;B7Z385	CAP2_HUMAN	Adenylyl cyclase-associated protein 2
CAPG	-0.726380455459211	0.0391983268519208	-0.343591064303645	0.640544060766034	0.0773424304197499	P40121	P40121	CAPG_HUMAN	Macrophage-capping protein
CAPN1	-0.698811163584547	0.192179034605156	-0.253316064489695	0.753294514634236	0.258314608957945	P07384	P07384;E9PRM1;E9PQB3;E9PLC9;E9PJJ3;E9PMC6;E9PIA9;E9PJA6;E9PLX0;E9PSA6	CAN1_HUMAN	Calpain-1 catalytic subunit
CAPN15	-1.19217543002981	0.0658433008217036	-0.563166064604051	0.641492702040129	0.0780711650479384	O75808	O75808	CAN15_HUMAN	Calpain-15
CAPN2	-0.784878500551072	0.150296371243092	-0.31729106465399	0.720903532424376	0.178618014558635	P17655	P17655	CAN2_HUMAN	Calpain-2 catalytic subunit
CAPN5	-1.0607632999078	-0.157618829675771	-0.609191064791787	0.412425722094708	0.0092889057152248	O15484	O15484;E7EV01;A0A3B3IRX8	CAN5_HUMAN	Calpain-5
CAPN6	-5.11120753891345	3.60102540962013	-0.755091064646656	0.834536317620612	0.728748448222749	Q9Y6Q1	Q9Y6Q1	CAN6_HUMAN	Calpain-6
CAPN7	-17.3762767850859	-10.1327589669605	-13.7545178760232	0.0001869080742278	9.892227227353791e-10	Q9Y6W3	Q9Y6W3	CAN7_HUMAN	Calpain-7
CAPNS1	0.0231114702616574	0.620656400366375	0.321883935314016	0.558273720238811	0.0353192308855552	P04632	P04632;K7EM73;K7ELJ7;A0A075B7C0;U3KPR7;U3KQE2;K7EKD8;A0A0C4DGQ5;K7EIV0	CPNS1_HUMAN	Calpain small subunit 1
CAPRIN1	-0.132751567421828	0.649319438690647	0.25828393563441	0.726569336331573	0.190228770094572	Q14444	Q14444;E9PLA9;G3V153	CAPR1_HUMAN	Caprin-1
CAPZA1	0.487942222905176	1.89812564824888	1.19303393557703	0.228209865282886	0.0013777762705162	P52907	P52907	CAZA1_HUMAN	F-actin-capping protein subunit alpha-1
CAPZA2	0.157701976541364	1.01181589430267	0.584758935422016	0.401042972181862	0.0083535804860666	P47755	P47755;C9JUG7;F8W9N7;A0A0D9SET8	CAZA2_HUMAN	F-actin-capping protein subunit alpha-2
CAPZB	-6.01704505611473	5.99117573446343	-0.0129346608256498	0.856933709033879	0.99655888557255	B1AK88	B1AK88	B1AK88_HUMAN	F-actin-capping protein subunit beta
CAPZB	0.346954382454079	0.941413488010064	0.644183935232071	0.0811333494770115	7.18686944021732e-05	P47756	P47756;B1AK88;B1AK87;A0A6I8PRV6;B1AK85	CAPZB_HUMAN	F-actin-capping protein subunit beta
CARD10	-3.40749853877854	2.14821640938232	-0.629641064698106	0.82623301735198	0.650361054299441	Q9BWT7	Q9BWT7	CAR10_HUMAN	Caspase recruitment domain-containing protein 10
CARD11	-6.42380399529788	5.42507186584754	-0.499366064725173	0.846941410221334	0.86601944608966	Q9BXL7	Q9BXL7	CAR11_HUMAN	Caspase recruitment domain-containing protein 11
CARD8	-4.17346436667454	4.17346436667453	-8.881784197001249e-16	0.857178666832875	1.0	Q9Y2G2	Q9Y2G2	CARD8_HUMAN	Caspase recruitment domain-containing protein 8
CARF	-2.52996546620033	4.28557386241164	0.877804198105657	0.821090822635391	0.606600323875014	Q8N187	Q8N187;C9JI92;F8WC01	CARTF_HUMAN	Calcium-responsive transcription factor
CARHSP1	-3.41849395117014	3.41849395117014	-4.44089209850063e-16	0.857178666832875	1.0	H3BNU9	H3BNU9	H3BNU9_HUMAN	Calcium-regulated heat-stable protein 1 (Fragment)
CARHSP1	-1.0034658358787	-0.14941629305716	-0.576441064467929	0.411944331553832	0.0092474422825107	Q9Y2V2	Q9Y2V2	CHSP1_HUMAN	Calcium-regulated heat-stable protein 1
CARM1	-0.722398966065245	0.0210668372585403	-0.350666064403352	0.62097714986091	0.0638712523812698	Q86X55	Q86X55;K7EQA8	CARM1_HUMAN	Histone-arginine methyltransferase CARM1
CARMIL1	-0.60380957969349	0.593577450127001	-0.0051160647832446	0.85620204804556	0.98635090896683	Q5VZK9	Q5VZK9;A0A0U1RQQ1	CARL1_HUMAN	F-actin-uncapping protein LRRC16A
CARMIL2	-0.852328510609623	0.0723463809514721	-0.389991064829076	0.662433732713909	0.0962807456793019	Q6F5E8	Q6F5E8	CARL2_HUMAN	"""Capping protein, Arp2/3 and myosin-I linker protein 2"""
